N;THREADS;TIME;LOOP
10000;13;0.01000;2
10000;13;0.00000;3
10000;13;0.01000;4
10000;13;0.01000;5
10000;13;0.00000;6
10000;13;0.01000;7
10000;13;0.01000;8
10000;13;0.00000;9
10000;14;0.00000;0
10000;14;0.00000;1
10000;14;0.01000;2
10000;14;0.01000;3
10000;14;0.00000;4
10000;14;0.00000;5
10000;14;0.00000;6
10000;14;0.01000;7
10000;14;0.02000;8
10000;14;0.00000;9
10000;15;0.01000;0
10000;15;0.00000;1
10000;15;0.00000;2
10000;15;0.00000;3
10000;15;0.00000;4
10000;15;0.00000;5
10000;15;0.00000;6
10000;15;0.00000;7
10000;15;0.01000;8
10000;15;0.01000;9
10000;16;0.00000;0
10000;16;0.01000;1
10000;16;0.01000;2
10000;16;0.01000;3
10000;16;0.01000;4
10000;16;0.00000;5
10000;16;0.01000;6
10000;16;0.01000;7
10000;16;0.01000;8
10000;16;0.00000;9
10000;17;0.01000;0
10000;17;0.00000;1
10000;17;0.00000;2
10000;17;0.01000;3
10000;17;0.01000;4
10000;17;0.00000;5
10000;17;0.03000;6
10000;17;0.11000;7
10000;17;0.04000;8
10000;17;0.03000;9
10000;18;0.01000;0
10000;18;0.03000;1
10000;18;0.01000;2
10000;18;0.02000;3
10000;18;0.01000;4
10000;18;0.02000;5
10000;18;0.03000;6
10000;18;0.02000;7
10000;18;0.00000;8
10000;18;0.00000;9
10000;19;0.01000;0
10000;19;0.01000;1
10000;19;0.00000;2
10000;19;0.01000;3
10000;19;0.01000;4
10000;19;0.01000;5
10000;19;0.01000;6
10000;19;0.01000;7
10000;19;0.01000;8
10000;19;0.00000;9
10000;20;0.01000;0
10000;20;0.07000;1
10000;20;0.03000;2
10000;20;0.02000;3
10000;20;0.01000;4
10000;20;0.01000;5
10000;20;0.01000;6
10000;20;0.01000;7
10000;20;0.01000;8
10000;20;0.07000;9
100000;1;0.00000;0
100000;1;0.00000;1
100000;1;0.00000;2
100000;1;0.00000;3
100000;1;0.00000;4
100000;1;0.00000;5
100000;1;0.00000;6
100000;1;0.00000;7
100000;1;0.00000;8
100000;1;0.00000;9
100000;2;0.00000;0
100000;2;0.00000;1
100000;2;0.00000;2
100000;2;0.00000;3
100000;2;0.00000;4
100000;2;0.00000;5
100000;2;0.00000;6
100000;2;0.00000;7
100000;2;0.00000;8
100000;2;0.00000;9
100000;3;0.00000;0
100000;3;0.00000;1
100000;3;0.00000;2
100000;3;0.00000;3
100000;3;0.00000;4
100000;3;0.00000;5
100000;3;0.00000;6
100000;3;0.00000;7
100000;3;0.00000;8
100000;3;0.00000;9
100000;4;0.00000;0
100000;4;0.00000;1
100000;4;0.00000;2
100000;4;0.00000;3
100000;4;0.00000;4
100000;4;0.00000;5
100000;4;0.00000;6
100000;4;0.00000;7
100000;4;0.00000;8
100000;4;0.00000;9
100000;5;0.00000;0
100000;5;0.00000;1
100000;5;0.00000;2
100000;5;0.00000;3
100000;5;0.00000;4
100000;5;0.00000;5
100000;5;0.00000;6
100000;5;0.00000;7
100000;5;0.00000;8
100000;5;0.00000;9
100000;6;0.01000;0
100000;6;0.00000;1
100000;6;0.00000;2
100000;6;0.00000;3
100000;6;0.00000;4
100000;6;0.00000;5
100000;6;0.00000;6
100000;6;0.00000;7
100000;6;0.01000;8
100000;6;0.01000;9
100000;7;0.00000;0
100000;7;0.00000;1
100000;7;0.01000;2
100000;7;0.00000;3
100000;7;0.01000;4
100000;7;0.01000;5
100000;7;0.00000;6
100000;7;0.01000;7
100000;7;0.01000;8
100000;7;0.00000;9
100000;8;0.00000;0
100000;8;0.01000;1
100000;8;0.00000;2
100000;8;0.00000;3
100000;8;0.01000;4
100000;8;0.00000;5
100000;8;0.00000;6
100000;8;0.00000;7
100000;8;0.00000;8
100000;8;0.00000;9
100000;9;0.00000;0
100000;9;0.01000;1
100000;9;0.00000;2
100000;9;0.00000;3
100000;9;0.00000;4
100000;9;0.00000;5
100000;9;0.00000;6
100000;9;0.00000;7
100000;9;0.00000;8
100000;9;0.00000;9
100000;10;0.00000;0
100000;10;0.00000;1
100000;10;0.00000;2
100000;10;0.00000;3
100000;10;0.00000;4
100000;10;0.00000;5
100000;10;0.00000;6
100000;10;0.00000;7
100000;10;0.00000;8
100000;10;0.00000;9
100000;11;0.00000;0
100000;11;0.00000;1
100000;11;0.00000;2
100000;11;0.00000;3
100000;11;0.00000;4
100000;11;0.01000;5
100000;11;0.01000;6
100000;11;0.00000;7
100000;11;0.00000;8
100000;11;0.00000;9
100000;12;0.01000;0
100000;12;0.00000;1
100000;12;0.00000;2
100000;12;0.01000;3
100000;12;0.01000;4
100000;12;0.00000;5
100000;12;0.00000;6
100000;12;0.00000;7
100000;12;0.01000;8
100000;12;0.01000;9
100000;13;0.01000;0
100000;13;0.00000;1
100000;13;0.01000;2
100000;13;0.01000;3
100000;13;0.00000;4
100000;13;0.01000;5
100000;13;0.02000;6
100000;13;0.00000;7
100000;13;0.01000;8
100000;13;0.00000;9
100000;14;0.24000;0
100000;14;0.00000;1
100000;14;0.03000;2
100000;14;0.00000;3
100000;14;0.01000;4
100000;14;0.04000;5
100000;14;0.01000;6
100000;14;0.01000;7
100000;14;0.01000;8
100000;14;0.00000;9
100000;15;0.01000;0
100000;15;0.02000;1
100000;15;0.03000;2
100000;15;0.03000;3
100000;15;0.02000;4
100000;15;0.02000;5
100000;15;0.01000;6
100000;15;0.01000;7
100000;15;0.01000;8
100000;15;0.00000;9
100000;16;0.01000;0
100000;16;0.01000;1
100000;16;0.01000;2
100000;16;0.00000;3
100000;16;0.00000;4
100000;16;0.00000;5
100000;16;0.00000;6
100000;16;0.01000;7
100000;16;0.00000;8
100000;16;0.01000;9
100000;17;0.01000;0
100000;17;0.01000;1
100000;17;0.01000;2
100000;17;0.00000;3
100000;17;0.01000;4
100000;17;0.01000;5
100000;17;0.01000;6
100000;17;0.01000;7
100000;17;0.02000;8
100000;17;0.02000;9
100000;18;0.01000;0
100000;18;0.01000;1
100000;18;0.01000;2
100000;18;0.01000;3
100000;18;0.00000;4
100000;18;0.01000;5
100000;18;0.01000;6
100000;18;0.01000;7
100000;18;0.01000;8
100000;18;0.01000;9
100000;19;0.01000;0
100000;19;0.01000;1
100000;19;0.00000;2
100000;19;0.05000;3
100000;19;0.01000;4
100000;19;0.00000;5
100000;19;0.03000;6
100000;19;0.05000;7
100000;19;0.01000;8
100000;19;0.00000;9
100000;20;0.01000;0
100000;20;0.01000;1
100000;20;0.02000;2
100000;20;0.01000;3
100000;20;0.01000;4
100000;20;0.01000;5
100000;20;0.01000;6
100000;20;0.01000;7
100000;20;0.01000;8
100000;20;0.01000;9
1000000;1;0.00000;0
1000000;1;0.00000;1
1000000;1;0.00000;2
1000000;1;0.00000;3
1000000;1;0.00000;4
1000000;1;0.00000;5
1000000;1;0.00000;6
1000000;1;0.00000;7
1000000;1;0.00000;8
1000000;1;0.00000;9
1000000;2;0.00000;0
1000000;2;0.00000;1
1000000;2;0.00000;2
1000000;2;0.00000;3
1000000;2;0.00000;4
1000000;2;0.00000;5
1000000;2;0.00000;6
1000000;2;0.00000;7
1000000;2;0.00000;8
1000000;2;0.00000;9
1000000;3;0.01000;0
1000000;3;0.00000;1
1000000;3;0.01000;2
1000000;3;0.00000;3
1000000;3;0.00000;4
1000000;3;0.00000;5
1000000;3;0.00000;6
1000000;3;0.01000;7
1000000;3;0.00000;8
1000000;3;0.00000;9
1000000;4;0.00000;0
1000000;4;0.00000;1
1000000;4;0.00000;2
1000000;4;0.00000;3
1000000;4;0.00000;4
1000000;4;0.00000;5
1000000;4;0.00000;6
1000000;4;0.00000;7
1000000;4;0.01000;8
1000000;4;0.01000;9
1000000;5;0.00000;0
1000000;5;0.00000;1
1000000;5;0.00000;2
1000000;5;0.00000;3
1000000;5;0.00000;4
1000000;5;0.00000;5
1000000;5;0.00000;6
1000000;5;0.00000;7
1000000;5;0.01000;8
1000000;5;0.00000;9
1000000;6;0.00000;0
1000000;6;0.01000;1
1000000;6;0.00000;2
1000000;6;0.00000;3
1000000;6;0.00000;4
1000000;6;0.00000;5
1000000;6;0.00000;6
1000000;6;0.01000;7
1000000;6;0.00000;8
1000000;6;0.00000;9
1000000;7;0.00000;0
1000000;7;0.00000;1
1000000;7;0.00000;2
1000000;7;0.00000;3
1000000;7;0.00000;4
1000000;7;0.00000;5
1000000;7;0.00000;6
1000000;7;0.01000;7
1000000;7;0.01000;8
1000000;7;0.00000;9
1000000;8;0.01000;0
1000000;8;0.01000;1
1000000;8;0.01000;2
1000000;8;0.01000;3
1000000;8;0.01000;4
1000000;8;0.01000;5
1000000;8;0.01000;6
1000000;8;0.01000;7
1000000;8;0.00000;8
1000000;8;0.01000;9
1000000;9;0.01000;0
1000000;9;0.01000;1
1000000;9;0.01000;2
1000000;9;0.00000;3
1000000;9;0.00000;4
1000000;9;0.01000;5
1000000;9;0.00000;6
1000000;9;0.01000;7
1000000;9;0.01000;8
1000000;9;0.01000;9
1000000;10;0.00000;0
1000000;10;0.01000;1
1000000;10;0.01000;2
1000000;10;0.01000;3
1000000;10;0.01000;4
1000000;10;0.01000;5
1000000;10;0.01000;6
1000000;10;0.01000;7
1000000;10;0.01000;8
1000000;10;0.01000;9
1000000;11;0.01000;0
1000000;11;0.01000;1
1000000;11;0.01000;2
1000000;11;0.01000;3
1000000;11;0.01000;4
1000000;11;0.01000;5
1000000;11;0.01000;6
1000000;11;0.01000;7
1000000;11;0.01000;8
1000000;11;0.01000;9
1000000;12;0.01000;0
1000000;12;0.01000;1
1000000;12;0.02000;2
1000000;12;0.01000;3
1000000;12;0.01000;4
1000000;12;0.01000;5
1000000;12;0.01000;6
1000000;12;0.01000;7
1000000;12;0.01000;8
1000000;12;0.01000;9
1000000;13;0.01000;0
1000000;13;0.01000;1
1000000;13;0.01000;2
1000000;13;0.01000;3
1000000;13;0.01000;4
1000000;13;0.01000;5
1000000;13;0.01000;6
1000000;13;0.01000;7
1000000;13;0.01000;8
1000000;13;0.01000;9
1000000;14;0.01000;0
1000000;14;0.01000;1
1000000;14;0.01000;2
1000000;14;0.01000;3
1000000;14;0.01000;4
1000000;14;0.01000;5
1000000;14;0.01000;6
1000000;14;0.02000;7
1000000;14;0.01000;8
1000000;14;0.01000;9
1000000;15;0.01000;0
1000000;15;0.01000;1
1000000;15;0.02000;2
1000000;15;0.01000;3
1000000;15;0.03000;4
1000000;15;0.01000;5
1000000;15;0.01000;6
1000000;15;0.01000;7
1000000;15;0.01000;8
1000000;15;0.01000;9
1000000;16;0.01000;0
1000000;16;0.01000;1
1000000;16;0.01000;2
1000000;16;0.01000;3
1000000;16;0.01000;4
1000000;16;0.01000;5
1000000;16;0.01000;6
1000000;16;0.01000;7
1000000;16;0.01000;8
1000000;16;0.01000;9
1000000;17;0.01000;0
1000000;17;0.01000;1
1000000;17;0.02000;2
1000000;17;0.01000;3
1000000;17;0.02000;4
1000000;17;0.03000;5
1000000;17;0.01000;6
1000000;17;0.03000;7
1000000;17;0.04000;8
1000000;17;0.01000;9
1000000;18;0.01000;0
1000000;18;0.01000;1
1000000;18;0.01000;2
1000000;18;0.01000;3
1000000;18;0.01000;4
1000000;18;0.01000;5
1000000;18;0.01000;6
1000000;18;0.01000;7
1000000;18;0.01000;8
1000000;18;0.01000;9
1000000;19;0.02000;0
1000000;19;0.02000;1
1000000;19;0.01000;2
1000000;19;0.01000;3
1000000;19;0.01000;4
1000000;19;0.01000;5
1000000;19;0.01000;6
1000000;19;0.01000;7
1000000;19;0.01000;8
1000000;19;0.01000;9
1000000;20;0.06000;0
1000000;20;0.02000;1
1000000;20;0.02000;2
1000000;20;0.01000;3
1000000;20;0.02000;4
1000000;20;0.02000;5
1000000;20;0.01000;6
1000000;20;0.01000;7
1000000;20;0.01000;8
1000000;20;0.01000;9
10000000;1;0.04000;0
10000000;1;0.04000;1
10000000;1;0.04000;2
10000000;1;0.04000;3
10000000;1;0.04000;4
10000000;1;0.04000;5
10000000;1;0.04000;6
10000000;1;0.04000;7
10000000;1;0.04000;8
10000000;1;0.04000;9
10000000;2;0.05000;0
10000000;2;0.04000;1
10000000;2;0.05000;2
10000000;2;0.05000;3
10000000;2;0.04000;4
10000000;2;0.05000;5
10000000;2;0.05000;6
10000000;2;0.04000;7
10000000;2;0.05000;8
10000000;2;0.05000;9
10000000;3;0.05000;0
10000000;3;0.04000;1
10000000;3;0.05000;2
10000000;3;0.05000;3
10000000;3;0.05000;4
10000000;3;0.04000;5
10000000;3;0.05000;6
10000000;3;0.05000;7
10000000;3;0.05000;8
10000000;3;0.05000;9
10000000;4;0.05000;0
10000000;4;0.05000;1
10000000;4;0.05000;2
10000000;4;0.05000;3
10000000;4;0.05000;4
10000000;4;0.04000;5
10000000;4;0.05000;6
10000000;4;0.05000;7
10000000;4;0.04000;8
10000000;4;0.05000;9
10000000;5;0.04000;0
10000000;5;0.05000;1
10000000;5;0.05000;2
10000000;5;0.04000;3
10000000;5;0.04000;4
10000000;5;0.05000;5
10000000;5;0.05000;6
10000000;5;0.05000;7
10000000;5;0.05000;8
10000000;5;0.05000;9
10000000;6;0.05000;0
10000000;6;0.05000;1
10000000;6;0.05000;2
10000000;6;0.06000;3
10000000;6;0.04000;4
10000000;6;0.04000;5
10000000;6;0.05000;6
10000000;6;0.05000;7
10000000;6;0.04000;8
10000000;6;0.05000;9
10000000;7;0.04000;0
10000000;7;0.05000;1
10000000;7;0.05000;2
10000000;7;0.05000;3
10000000;7;0.05000;4
10000000;7;0.04000;5
10000000;7;0.04000;6
10000000;7;0.04000;7
10000000;7;0.05000;8
10000000;7;0.05000;9
10000000;8;0.06000;0
10000000;8;0.04000;1
10000000;8;0.04000;2
10000000;8;0.06000;3
10000000;8;0.05000;4
10000000;8;0.05000;5
10000000;8;0.04000;6
10000000;8;0.05000;7
10000000;8;0.04000;8
10000000;8;0.05000;9
10000000;9;0.05000;0
10000000;9;0.04000;1
10000000;9;0.05000;2
10000000;9;0.06000;3
10000000;9;0.05000;4
10000000;9;0.05000;5
10000000;9;0.06000;6
10000000;9;0.04000;7
10000000;9;0.05000;8
10000000;9;0.05000;9
10000000;10;0.05000;0
10000000;10;0.06000;1
10000000;10;0.07000;2
10000000;10;0.05000;3
10000000;10;0.04000;4
10000000;10;0.05000;5
10000000;10;0.05000;6
10000000;10;0.06000;7
10000000;10;0.05000;8
10000000;10;0.06000;9
10000000;11;0.06000;0
10000000;11;0.06000;1
10000000;11;0.05000;2
10000000;11;0.05000;3
10000000;11;0.05000;4
10000000;11;0.05000;5
10000000;11;0.05000;6
10000000;11;0.05000;7
10000000;11;0.06000;8
10000000;11;0.07000;9
10000000;12;0.06000;0
10000000;12;0.05000;1
10000000;12;0.05000;2
10000000;12;0.04000;3
10000000;12;0.06000;4
10000000;12;0.06000;5
10000000;12;0.07000;6
10000000;12;0.05000;7
10000000;12;0.05000;8
10000000;12;0.05000;9
10000000;13;0.06000;0
10000000;13;0.05000;1
10000000;13;0.05000;2
10000000;13;0.05000;3
10000000;13;0.05000;4
10000000;13;0.05000;5
10000000;13;0.06000;6
10000000;13;0.05000;7
10000000;13;0.05000;8
10000000;13;0.05000;9
10000000;14;0.06000;0
10000000;14;0.15000;1
10000000;14;0.06000;2
10000000;14;0.04000;3
10000000;14;0.06000;4
10000000;14;0.05000;5
10000000;14;0.05000;6
10000000;14;0.05000;7
10000000;14;0.05000;8
10000000;14;0.05000;9
10000000;15;0.06000;0
10000000;15;0.07000;1
10000000;15;0.08000;2
10000000;15;0.05000;3
10000000;15;0.05000;4
10000000;15;0.06000;5
10000000;15;0.05000;6
10000000;15;0.08000;7
10000000;15;0.06000;8
10000000;15;0.06000;9
10000000;16;0.05000;0
10000000;16;0.06000;1
10000000;16;0.06000;2
10000000;16;0.06000;3
10000000;16;0.07000;4
10000000;16;0.06000;5
10000000;16;0.06000;6
10000000;16;0.06000;7
10000000;16;0.07000;8
10000000;16;0.06000;9
10000000;17;0.05000;0
10000000;17;0.07000;1
10000000;17;0.05000;2
10000000;17;0.06000;3
10000000;17;0.05000;4
10000000;17;0.06000;5
10000000;17;0.05000;6
10000000;17;0.06000;7
10000000;17;0.06000;8
10000000;17;0.07000;9
10000000;18;0.05000;0
10000000;18;0.05000;1
10000000;18;0.08000;2
10000000;18;0.07000;3
10000000;18;0.06000;4
10000000;18;0.07000;5
10000000;18;0.06000;6
10000000;18;0.06000;7
10000000;18;0.06000;8
10000000;18;0.06000;9
10000000;19;0.06000;0
10000000;19;0.05000;1
10000000;19;0.05000;2
10000000;19;0.06000;3
10000000;19;0.06000;4
10000000;19;0.06000;5
10000000;19;0.06000;6
10000000;19;0.07000;7
10000000;19;0.05000;8
10000000;19;0.08000;9
10000000;20;0.06000;0
10000000;20;0.05000;1
10000000;20;0.06000;2
10000000;20;0.05000;3
10000000;20;0.05000;4
10000000;20;0.06000;5
10000000;20;0.06000;6
10000000;20;0.06000;7
10000000;20;0.12000;8
10000000;20;0.06000;9
100000000;1;0.39000;0
100000000;1;0.40000;1
100000000;1;0.36000;2
100000000;1;0.36000;3
100000000;1;0.39000;4
100000000;1;0.39000;5
100000000;1;0.36000;6
100000000;1;0.36000;7
100000000;1;0.36000;8
100000000;1;0.39000;9
100000000;2;0.42000;0
100000000;2;0.39000;1
100000000;2;0.40000;2
100000000;2;0.39000;3
100000000;2;0.39000;4
100000000;2;0.42000;5
100000000;2;0.42000;6
100000000;2;0.40000;7
100000000;2;0.40000;8
100000000;2;0.39000;9
100000000;3;0.41000;0
100000000;3;0.41000;1
100000000;3;0.38000;2
100000000;3;0.38000;3
100000000;3;0.38000;4
100000000;3;0.41000;5
100000000;3;0.41000;6
100000000;3;0.41000;7
100000000;3;0.38000;8
100000000;3;0.41000;9
100000000;4;0.40000;0
100000000;4;0.40000;1
100000000;4;0.38000;2
100000000;4;0.40000;3
100000000;4;0.39000;4
100000000;4;0.41000;5
100000000;4;0.41000;6
100000000;4;0.41000;7
100000000;4;0.39000;8
100000000;4;0.41000;9
100000000;5;0.39000;0
100000000;5;0.38000;1
100000000;5;0.41000;2
100000000;5;0.41000;3
100000000;5;0.40000;4
100000000;5;0.38000;5
100000000;5;0.38000;6
100000000;5;0.40000;7
100000000;5;0.40000;8
100000000;5;0.38000;9
100000000;6;0.40000;0
100000000;6;0.38000;1
100000000;6;0.41000;2
100000000;6;0.39000;3
100000000;6;0.41000;4
100000000;6;0.40000;5
100000000;6;0.38000;6
100000000;6;0.40000;7
100000000;6;0.40000;8
100000000;6;0.38000;9
100000000;7;0.40000;0
100000000;7;0.39000;1
100000000;7;0.39000;2
100000000;7;0.41000;3
100000000;7;0.40000;4
100000000;7;0.40000;5
100000000;7;0.40000;6
100000000;7;0.40000;7
100000000;7;0.40000;8
100000000;7;0.39000;9
100000000;8;0.38000;0
100000000;8;0.39000;1
100000000;8;0.39000;2
100000000;8;0.39000;3
100000000;8;0.40000;4
100000000;8;0.40000;5
100000000;8;0.39000;6
100000000;8;0.40000;7
100000000;8;0.39000;8
100000000;8;0.38000;9
100000000;9;0.40000;0
100000000;9;0.40000;1
100000000;9;0.39000;2
100000000;9;0.39000;3
100000000;9;0.39000;4
100000000;9;0.38000;5
100000000;9;0.39000;6
100000000;9;0.41000;7
100000000;9;0.41000;8
100000000;9;0.39000;9
100000000;10;0.38000;0
100000000;10;0.41000;1
100000000;10;0.39000;2
100000000;10;0.38000;3
100000000;10;0.39000;4
100000000;10;0.39000;5
100000000;10;0.41000;6
100000000;10;0.43000;7
100000000;10;0.41000;8
100000000;10;0.40000;9
100000000;11;0.41000;0
100000000;11;0.41000;1
100000000;11;0.41000;2
100000000;11;0.39000;3
100000000;11;0.39000;4
100000000;11;0.41000;5
100000000;11;0.39000;6
100000000;11;0.41000;7
100000000;11;0.39000;8
100000000;11;0.40000;9
100000000;12;0.41000;0
100000000;12;0.39000;1
100000000;12;0.39000;2
100000000;12;0.41000;3
100000000;12;0.41000;4
100000000;12;0.40000;5
100000000;12;0.40000;6
100000000;12;0.39000;7
100000000;12;0.42000;8
100000000;12;0.41000;9
100000000;13;0.39000;0
100000000;13;0.39000;1
100000000;13;0.41000;2
100000000;13;0.41000;3
100000000;13;0.41000;4
100000000;13;0.39000;5
100000000;13;0.41000;6
100000000;13;0.38000;7
100000000;13;0.41000;8
100000000;13;0.41000;9
100000000;14;0.41000;0
100000000;14;0.40000;1
100000000;14;0.39000;2
100000000;14;0.39000;3
100000000;14;0.41000;4
100000000;14;0.41000;5
100000000;14;0.41000;6
100000000;14;0.42000;7
100000000;14;0.41000;8
100000000;14;0.41000;9
100000000;15;0.39000;0
100000000;15;0.42000;1
100000000;15;0.40000;2
100000000;15;0.38000;3
100000000;15;0.41000;4
100000000;15;0.41000;5
100000000;15;0.41000;6
100000000;15;0.39000;7
100000000;15;0.44000;8
100000000;15;0.41000;9
100000000;16;0.40000;0
100000000;16;0.42000;1
100000000;16;0.41000;2
100000000;16;0.42000;3
100000000;16;0.42000;4
100000000;16;0.38000;5
100000000;16;0.43000;6
100000000;16;0.39000;7
100000000;16;0.43000;8
100000000;16;0.45000;9
100000000;17;0.45000;0
100000000;17;0.40000;1
100000000;17;0.42000;2
100000000;17;0.39000;3
100000000;17;0.42000;4
100000000;17;0.42000;5
100000000;17;0.41000;6
100000000;17;0.39000;7
100000000;17;0.45000;8
100000000;17;0.42000;9
100000000;18;0.43000;0
100000000;18;0.40000;1
100000000;18;0.40000;2
100000000;18;0.42000;3
100000000;18;0.40000;4
100000000;18;0.42000;5
100000000;18;0.41000;6
100000000;18;0.42000;7
100000000;18;0.40000;8
100000000;18;0.40000;9
100000000;19;0.38000;0
100000000;19;0.40000;1
100000000;19;0.39000;2
100000000;19;0.38000;3
100000000;19;0.43000;4
100000000;19;0.38000;5
100000000;19;0.42000;6
100000000;19;0.42000;7
100000000;19;0.41000;8
100000000;19;0.41000;9
100000000;20;0.41000;0
100000000;20;0.42000;1
100000000;20;0.43000;2
100000000;20;0.41000;3
100000000;20;0.41000;4
100000000;20;0.41000;5
100000000;20;0.41000;6
100000000;20;0.42000;7
100000000;20;0.41000;8
100000000;20;0.39000;9
1000000000;1;3.93000;0
1000000000;1;3.76000;1
1000000000;1;4.00000;2
1000000000;1;3.94000;3
1000000000;1;3.80000;4
1000000000;1;3.96000;5
1000000000;1;3.91000;6
1000000000;1;4.00000;7
1000000000;1;4.00000;8
1000000000;1;3.90000;9
1000000000;2;4.38000;0
1000000000;2;3.94000;1
1000000000;2;4.39000;2
1000000000;2;4.39000;3
1000000000;2;4.32000;4
1000000000;2;3.98000;5
1000000000;2;4.39000;6
1000000000;2;3.98000;7
1000000000;2;4.35000;8
1000000000;2;3.99000;9
1000000000;3;3.88000;0
1000000000;3;3.87000;1
1000000000;3;4.30000;2
1000000000;3;4.22000;3
1000000000;3;3.88000;4
1000000000;3;4.31000;5
1000000000;3;4.29000;6
1000000000;3;3.88000;7
1000000000;3;4.31000;8
1000000000;3;4.29000;9
1000000000;4;4.19000;0
1000000000;4;4.27000;1
1000000000;4;4.26000;2
1000000000;4;4.27000;3
1000000000;4;3.88000;4
1000000000;4;4.27000;5
1000000000;4;3.88000;6
1000000000;4;3.88000;7
1000000000;4;4.27000;8
1000000000;4;3.89000;9
1000000000;5;4.27000;0
1000000000;5;4.25000;1
1000000000;5;3.89000;2
1000000000;5;3.86000;3
1000000000;5;4.26000;4
1000000000;5;3.86000;5
1000000000;5;4.20000;6
1000000000;5;3.90000;7
1000000000;5;3.91000;8
1000000000;5;4.25000;9
1000000000;6;4.21000;0
1000000000;6;4.20000;1
1000000000;6;3.88000;2
1000000000;6;3.88000;3
1000000000;6;3.88000;4
1000000000;6;3.87000;5
1000000000;6;3.88000;6
1000000000;6;4.24000;7
1000000000;6;3.88000;8
1000000000;6;3.88000;9
1000000000;7;3.91000;0
1000000000;7;3.86000;1
1000000000;7;3.85000;2
1000000000;7;4.25000;3
1000000000;7;3.91000;4
1000000000;7;3.88000;5
1000000000;7;4.24000;6
1000000000;7;4.22000;7
1000000000;7;4.19000;8
1000000000;7;4.25000;9
1000000000;8;3.87000;0
1000000000;8;4.24000;1
1000000000;8;4.18000;2
1000000000;8;4.24000;3
1000000000;8;4.23000;4
1000000000;8;3.91000;5
1000000000;8;4.20000;6
1000000000;8;4.24000;7
1000000000;8;4.21000;8
1000000000;8;3.89000;9
1000000000;9;3.86000;0
1000000000;9;4.25000;1
1000000000;9;3.87000;2
1000000000;9;4.24000;3
1000000000;9;3.88000;4
1000000000;9;4.21000;5
1000000000;9;3.87000;6
1000000000;9;4.22000;7
1000000000;9;4.23000;8
1000000000;9;3.87000;9
1000000000;10;4.24000;0
1000000000;10;3.89000;1
1000000000;10;4.25000;2
1000000000;10;4.21000;3
1000000000;10;3.90000;4
1000000000;10;4.18000;5
1000000000;10;4.15000;6
